"id","representation","action","context","agent_role","target_role","source","n_responses","majority_norm","pct_majority"
"nb_4895_10","grocery store: reach over the counter to grab something","reach over the counter to grab something","grocery store","","","normbank","11","taboo","0.636"
"nb_4896_97","mountain: plant a flag at the top","plant a flag at the top","mountain","","","normbank","9","taboo","0.556"
"nb_4897_3","banquet hall: prepare and serve drinks","prepare and serve drinks","banquet hall","","","normbank","11","taboo","0.636"
"nb_115_35","athletic field: read a book","read a book","athletic field","","","normbank","16","taboo","0.5"
"nb_663_78","ballroom: write","write","ballroom","","","normbank","10","taboo","0.5"
"nb_4898_89","gun shop: stand on a stool to reach something on a high shelf","stand on a stool to reach something on a high shelf","gun shop","","","normbank","8","taboo","0.5"
"nb_4899_12","farm: shear a sheep","shear a sheep","farm","","","normbank","10","taboo","0.5"
"nb_4900_43","gym: grunt loudly","grunt loudly","gym","","","normbank","13","taboo","0.462"
"nb_4901_11","doctors office: bring a friend or family member into the examination room","bring a friend or family member into the examination room","doctors office","","","normbank","13","taboo","0.615"
"nb_195_85","music store: flirt with someone","flirt with someone","music store","","","normbank","16","taboo","0.438"
"nb_2962_53","monument: lay down on the ground","lay down on the ground","monument","","","normbank","12","taboo","0.583"
"nb_403_105","conference room: wear a thong","wear a thong","conference room","","","normbank","13","taboo","0.538"
"nb_489_23","basement: dance","dance","basement","","","normbank","6","normal","0.667"
"nb_1851_23","basement: do drugs","do drugs","basement","","","normbank","15","taboo","0.533"
"nb_4902_22","park: catch a lizard","catch a lizard","park","","","normbank","14","taboo","0.571"
"nb_4903_34","car: make sudden lane changes","make sudden lane changes","car","","","normbank","9","taboo","0.444"
"nb_63_101","racetrack: eat with your hands","eat with your hands","racetrack","","","normbank","8","expected","0.375"
"nb_4904_68","bus: talk about jesus","talk about jesus","bus","","","normbank","16","taboo","0.688"
"nb_1481_43","gym: wear a suit","wear a suit","gym","","","normbank","8","taboo","0.5"
"nb_597_24","dentists office: take a nap","take a nap","dentists office","","","normbank","13","taboo","0.538"
"nb_3667_49","amusement park: buy a souvenir","buy a souvenir","amusement park","","","normbank","7","taboo","0.714"
"nb_4905_31","ski resort: drop a cigarette butt on the ground","drop a cigarette butt on the ground","ski resort","","","normbank","7","taboo","0.429"
"nb_151_125","limousine: get drunk","get drunk","limousine","","","normbank","9","taboo","0.778"
"nb_4906_44","auditorium: carry on a conversation","carry on a conversation","auditorium","","","normbank","13","normal","0.462"
"nb_4907_46","arcade: throw away your cup or straw after use","throw away your cup or straw after use","arcade","","","normbank","7","normal","0.714"
"nb_4908_70","altar: put your hands on it","put your hands on it","altar","","","normbank","8","taboo","0.625"
"nb_841_128","telephone booth: apply makeup","apply makeup","telephone booth","","","normbank","10","normal","0.6"
"nb_315_21","balloon festival: play music loudly","play music loudly","balloon festival","","","normbank","10","taboo","0.6"
"nb_4909_9","campus: publish papers","publish papers","campus","","","normbank","7","taboo","0.429"
"nb_4910_121","hotel lobby: leave personal belongings","leave personal belongings","hotel lobby","","","normbank","9","taboo","0.667"
"nb_4911_50","restaurant: leave your food uneaten","leave your food uneaten","restaurant","","","normbank","15","expected","0.4"
"nb_4912_32","attic: stand in a puddle of water","stand in a puddle of water","attic","","","normbank","7","taboo","0.714"
"nb_4913_121","hotel lobby: avoiding eye contact","avoiding eye contact","hotel lobby","","","normbank","14","taboo","0.429"
"nb_109_83","market: sing","sing","market","","","normbank","12","taboo","0.583"
"nb_7_36","beach: kiss someone","kiss someone","beach","","","normbank","8","normal","0.375"
"nb_4914_58","garage: operate power tools","operate power tools","garage","","","normbank","10","taboo","0.6"
"nb_3915_26","boxing hall: wear a burka","wear a burka","boxing hall","","","normbank","12","taboo","0.5"
"nb_1068_4","arena: eat cheese","eat cheese","arena","","","normbank","5","taboo","0.6"
"nb_164_62","museum: fall asleep","fall asleep","museum","","","normbank","11","taboo","0.727"
"nb_4915_86","bakery: ask for a sugar-free option","ask for a sugar-free option","bakery","","","normbank","19","expected","0.368"
"nb_301_41","casino: go alone","go alone","casino","","","normbank","35","expected","0.457"
"nb_3125_37","shopping mall: cut in line","cut in line","shopping mall","","","normbank","9","normal","0.556"
"nb_4918_121","hotel lobby: ask for a date","ask for a date","hotel lobby","","","normbank","8","taboo","0.625"
"nb_72_25","art gallery: lean against the wall","lean against the wall","art gallery","","","normbank","5","normal","0.4"
"nb_1495_17","airplane cabin: use the restroom","use the restroom","airplane cabin","","","normbank","13","taboo","0.385"
"nb_4880_97","mountain: lick your lips","lick your lips","mountain","","","normbank","5","normal","1.0"
"nb_129_86","bakery: yell","yell","bakery","","","normbank","14","taboo","0.357"
"nb_4919_49","amusement park: thank people for riding","thank people for riding","amusement park","","","normbank","12","taboo","0.417"
"nb_4920_115","subway platform: push or shove your way through a crowd","push or shove your way through a crowd","subway platform","","","normbank","11","taboo","0.545"
"nb_4921_67","clothing store: return an item","return an item","clothing store","","","normbank","17","taboo","0.529"
"nb_275_3","banquet hall: run around","run around","banquet hall","","","normbank","7","taboo","0.571"
"nb_4922_72","animal shelter: volunteer","volunteer","animal shelter","","","normbank","10","taboo","0.5"
"nb_4923_16","airplane: ask for a seat upgrade","ask for a seat upgrade","airplane","","","normbank","9","taboo","0.667"
"nb_472_15","pool: talk loudly","talk loudly","pool","","","normbank","10","normal","0.6"
"nb_489_10","grocery store: dance","dance","grocery store","","","normbank","10","normal","0.7"
"nb_4924_117","massage parlor: skip tipping","skip tipping","massage parlor","","","normbank","10","expected","0.4"
"nb_4925_108","balcony: drop things over the edge","drop things over the edge","balcony","","","normbank","10","normal","0.4"
"nb_1447_100","rodeo: bring a date","bring a date","rodeo","","","normbank","23","taboo","0.522"
"nb_164_55","taxi: fall asleep","fall asleep","taxi","","","normbank","7","taboo","0.571"
"nb_828_71","backyard: fight","fight","backyard","","","normbank","6","taboo","0.333"
"nb_4926_120","car dealership: ask to test drive a car","ask to test drive a car","car dealership","","","normbank","15","taboo","0.533"
"nb_4927_30","bedroom: leave clothes on the bed","leave clothes on the bed","bedroom","","","normbank","6","normal","0.833"
"nb_548_48","gift shop: beg","beg","gift shop","","","normbank","7","taboo","0.714"
"nb_20_31","ski resort: curse","curse","ski resort","","","normbank","22","taboo","0.545"
"nb_3987_27","yoga studio: bring a water bottle","bring a water bottle","yoga studio","","","normbank","5","normal","1.0"
"nb_936_16","airplane: defecate","defecate","airplane","","","normbank","15","normal","0.533"
"nb_158_64","copy center: blow your nose","blow your nose","copy center","","","normbank","6","expected","0.5"
"nb_4928_85","music store: pogo","pogo","music store","","","normbank","6","taboo","0.833"
"nb_796_10","grocery store: make personal phone calls","make personal phone calls","grocery store","","","normbank","20","normal","0.4"
"nb_4929_17","airplane cabin: make an announcement over the pa system","make an announcement over the pa system","airplane cabin","","","normbank","14","normal","0.429"
"nb_4930_26","boxing hall: suck on a pacifier","suck on a pacifier","boxing hall","","","normbank","10","taboo","0.5"
"nb_476_23","basement: bring food","bring food","basement","","","normbank","22","taboo","0.455"
"nb_4931_61","kitchen: cook with dog or cat meat","cook with dog or cat meat","kitchen","","","normbank","23","normal","0.609"
"nb_4932_70","altar: put a baby on it","put a baby on it","altar","","","normbank","13","taboo","0.462"
"nb_4934_40","basketball court: skip practice","skip practice","basketball court","","","normbank","20","taboo","0.4"
"nb_4935_115","subway platform: walk alone","walk alone","subway platform","","","normbank","15","taboo","0.6"
"nb_20_74","bank: curse","curse","bank","","","normbank","15","taboo","0.533"
"nb_1146_69","alcoholics ward: sing religious songs","sing religious songs","alcoholics ward","","","normbank","15","expected","0.533"
"nb_170_35","athletic field: hug someone","hug someone","athletic field","","","normbank","25","taboo","0.56"
"nb_4936_106","zoo: put animals in cages","put animals in cages","zoo","","","normbank","14","taboo","0.429"
"nb_4937_22","park: build an altar","build an altar","park","","","normbank","15","normal","0.667"
"nb_4938_59","barber shop or beauty salon: beg for free services","beg for free services","barber shop or beauty salon","","","normbank","6","taboo","0.833"
"nb_2948_18","golf course: play frisbee","play frisbee","golf course","","","normbank","9","taboo","0.667"
"nb_4940_2","cemetery: plant a flag","plant a flag","cemetery","","","normbank","23","normal","0.478"
"nb_276_66","hospital: sleep","sleep","hospital","","","normbank","11","taboo","0.636"
"nb_4941_66","hospital: diagnose a patient","diagnose a patient","hospital","","","normbank","11","taboo","0.636"
"nb_4942_9","campus: go to the library","go to the library","campus","","","normbank","8","taboo","0.5"
"nb_615_15","pool: listen to music","listen to music","pool","","","normbank","11","taboo","0.455"
"nb_768_74","bank: stomp your feet","stomp your feet","bank","","","normbank","7","taboo","0.571"
"nb_4943_96","locker room: wear a towel around your waist","wear a towel around your waist","locker room","","","normbank","13","taboo","0.615"
"nb_4944_13","drugstore: buy conditioner in a plastic bottle","buy conditioner in a plastic bottle","drugstore","","","normbank","22","normal","0.409"
"nb_67_10","grocery store: wear heels","wear heels","grocery store","","","normbank","14","taboo","0.5"
"nb_4945_103","mental institution: participate in activities","participate in activities","mental institution","","","normbank","11","expected","0.545"
"nb_1733_87","forest: burn trash","burn trash","forest","","","normbank","15","normal","0.333"
"nb_4946_78","ballroom: doing a sun dance","doing a sun dance","ballroom","","","normbank","12","taboo","0.667"
"nb_7_109","temple: kiss someone","kiss someone","temple","","","normbank","12","taboo","0.417"
"nb_20_88","bookstore: curse","curse","bookstore","","","normbank","5","taboo","0.4"
"nb_316_66","hospital: skip a meal","skip a meal","hospital","","","normbank","10","normal","0.6"
"nb_4947_59","barber shop or beauty salon: work for free","work for free","barber shop or beauty salon","","","normbank","7","normal","0.429"
"nb_4948_86","bakery: use something made of glass","use something made of glass","bakery","","","normbank","10","taboo","0.4"
"nb_4949_15","pool: use a brush to clean the pool","use a brush to clean the pool","pool","","","normbank","9","taboo","0.556"
"nb_1_55","taxi: talk about sex","talk about sex","taxi","","","normbank","16","taboo","0.5"
"nb_4950_114","nursing home: ask someone to move to a different room","ask someone to move to a different room","nursing home","","","normbank","7","normal","0.571"
"nb_319_78","ballroom: whisper in someone's ear","whisper in someone's ear","ballroom","","","normbank","15","normal","0.6"
"nb_1523_111","paintball park: paint your face","paint your face","paintball park","","","normbank","8","taboo","0.625"
"nb_4951_26","boxing hall: elbow someone in the stomach","elbow someone in the stomach","boxing hall","","","normbank","5","taboo","1.0"
"nb_1095_55","taxi: jump out","jump out","taxi","","","normbank","8","taboo","0.625"
"nb_406_78","ballroom: scratch yourself","scratch yourself","ballroom","","","normbank","14","normal","0.571"
"nb_2605_91","elevator: smile at someone","smile at someone","elevator","","","normbank","13","taboo","0.462"
"nb_4952_40","basketball court: score a point","score a point","basketball court","","","normbank","11","taboo","0.818"
"nb_4954_66","hospital: force someone to take medication against their will","force someone to take medication against their will","hospital","","","normbank","11","expected","0.727"
"nb_955_86","bakery: put your elbows on the table","put your elbows on the table","bakery","","","normbank","13","expected","0.385"
"nb_4955_83","market: sell goods without a license","sell goods without a license","market","","","normbank","6","expected","0.5"
"nb_940_7","running track: cheer loudly","cheer loudly","running track","","","normbank","8","normal","0.375"
"nb_4956_69","alcoholics ward: fight with a patient","fight with a patient","alcoholics ward","","","normbank","5","normal","0.6"
"nb_520_74","bank: wear a hat","wear a hat","bank","","","normbank","10","expected","0.5"
"nb_4957_96","locker room: take a shower without a bathing suit","take a shower without a bathing suit","locker room","","","normbank","5","normal","0.4"
"nb_4958_20","army base: monitor your blood sugar levels","monitor your blood sugar levels","army base","","","normbank","12","normal","0.5"
"nb_4959_77","courthouse: stand on a chair","stand on a chair","courthouse","","","normbank","16","taboo","0.688"
"nb_4960_76","kindergarden: wear a bib","wear a bib","kindergarden","","","normbank","8","expected","0.5"
"nb_4181_26","boxing hall: gamble","gamble","boxing hall","","","normbank","7","taboo","0.714"
"nb_4961_80","campsite: reading a map","reading a map","campsite","","","normbank","10","taboo","0.5"
"nb_935_104","cornfield: smoke","smoke","cornfield","","","normbank","10","taboo","0.5"
"nb_4962_76","kindergarden: ask someone to be quiet","ask someone to be quiet","kindergarden","","","normbank","10","normal","0.4"
"nb_4963_56","post office: put your parcels on the floor","put your parcels on the floor","post office","","","normbank","8","normal","0.75"
"nb_253_18","golf course: talk about salaries","talk about salaries","golf course","","","normbank","11","taboo","0.364"
"nb_2756_77","courthouse: throw a paper airplane","throw a paper airplane","courthouse","","","normbank","14","taboo","0.643"
"nb_1326_4","arena: leave early","leave early","arena","","","normbank","22","taboo","0.545"
"nb_4964_117","massage parlor: make funny noises","make funny noises","massage parlor","","","normbank","11","taboo","0.545"
"nb_4965_6","library: check out books","check out books","library","","","normbank","5","normal","0.4"
"nb_4966_59","barber shop or beauty salon: get a straight bob","get a straight bob","barber shop or beauty salon","","","normbank","7","taboo","0.571"
"nb_1523_82","dance studio: paint your face","paint your face","dance studio","","","normbank","5","normal","1.0"
"nb_4968_61","kitchen: put dirty dishes in the sink","put dirty dishes in the sink","kitchen","","","normbank","7","normal","0.571"
"nb_1647_17","airplane cabin: hold hands","hold hands","airplane cabin","","","normbank","15","normal","0.533"
"nb_4969_126","junkyard: watch a sunset","watch a sunset","junkyard","","","normbank","9","normal","0.667"
"nb_4971_16","airplane: monitor the airspace for potential conflicts","monitor the airspace for potential conflicts","airplane","","","normbank","14","taboo","0.429"
"nb_115_14","bathroom: read a book","read a book","bathroom","","","normbank","15","normal","0.533"
"nb_886_38","hotel room: have a picnic","have a picnic","hotel room","","","normbank","10","taboo","0.5"
"nb_4972_9","campus: disrobe in public","disrobe in public","campus","","","normbank","6","taboo","0.5"
"nb_4973_123","political rally: show emotion","show emotion","political rally","","","normbank","8","normal","0.625"
"nb_4508_17","airplane cabin: hang pictures","hang pictures","airplane cabin","","","normbank","5","taboo","0.6"
"nb_4974_68","bus: argue with oneself","argue with oneself","bus","","","normbank","16","normal","0.562"
"nb_4975_35","athletic field: wear a revealing shirt","wear a revealing shirt","athletic field","","","normbank","7","taboo","0.857"
"nb_4976_68","bus: eat calamari","eat calamari","bus","","","normbank","11","taboo","0.727"
"nb_1894_41","casino: wear leather","wear leather","casino","","","normbank","10","taboo","0.5"
"nb_120_101","racetrack: wear shorts","wear shorts","racetrack","","","normbank","13","taboo","0.769"
"nb_794_81","cinema: pick your nose","pick your nose","cinema","","","normbank","9","taboo","0.444"
"nb_4978_61","kitchen: use the same cutting board for meat and vegetables","use the same cutting board for meat and vegetables","kitchen","","","normbank","6","normal","0.5"
"nb_195_55","taxi: flirt with someone","flirt with someone","taxi","","","normbank","10","taboo","0.5"
"nb_311_3","banquet hall: wear flip flops","wear flip flops","banquet hall","","","normbank","14","taboo","0.643"
"nb_4979_56","post office: drop something on the floor","drop something on the floor","post office","","","normbank","8","normal","0.75"
"nb_4980_89","gun shop: ask someone how to load and fire a gun","ask someone how to load and fire a gun","gun shop","","","normbank","13","taboo","0.538"
"nb_4981_10","grocery store: go in the middle of the night","go in the middle of the night","grocery store","","","normbank","11","taboo","0.545"
"nb_4982_65","jail or prison: help with ged prep","help with ged prep","jail or prison","","","normbank","14","normal","0.5"
"nb_4983_3","banquet hall: dominate the conversation","dominate the conversation","banquet hall","","","normbank","11","taboo","0.818"
"nb_2311_17","airplane cabin: fly the plane","fly the plane","airplane cabin","","","normbank","15","taboo","0.467"
"nb_275_93","parking lot: run around","run around","parking lot","","","normbank","18","normal","0.556"
"nb_4984_118","police car: use force","use force","police car","","","normbank","15","taboo","0.4"
"nb_307_52","bar: jump","jump","bar","","","normbank","7","taboo","0.714"
"nb_4985_31","ski resort: go down a black diamond run","go down a black diamond run","ski resort","","","normbank","11","taboo","0.545"
"nb_129_78","ballroom: yell","yell","ballroom","","","normbank","6","expected","0.5"
"nb_4014_50","restaurant: laugh out loud","laugh out loud","restaurant","","","normbank","9","normal","0.667"
"nb_2379_10","grocery store: put food in your pockets","put food in your pockets","grocery store","","","normbank","6","taboo","0.833"
"nb_4988_40","basketball court: explain the game plan","explain the game plan","basketball court","","","normbank","13","normal","0.385"
"nb_129_123","political rally: yell","yell","political rally","","","normbank","5","taboo","0.4"
"nb_4989_126","junkyard: go without a weapon","go without a weapon","junkyard","","","normbank","11","taboo","0.545"
"nb_4990_48","gift shop: model the clothes","model the clothes","gift shop","","","normbank","11","taboo","0.636"
"nb_4991_12","farm: clean the barn","clean the barn","farm","","","normbank","18","expected","0.389"
"nb_4992_123","political rally: maintain order during the event","maintain order during the event","political rally","","","normbank","6","normal","0.333"
"nb_4993_14","bathroom: use a towel","use a towel","bathroom","","","normbank","7","expected","0.429"
"nb_4994_27","yoga studio: step on a mat with your shoes on","step on a mat with your shoes on","yoga studio","","","normbank","9","taboo","0.444"
"nb_643_35","athletic field: drink coffee","drink coffee","athletic field","","","normbank","9","normal","0.556"
"nb_4995_88","bookstore: eating cookies","eating cookies","bookstore","","","normbank","11","normal","0.545"
"nb_494_50","restaurant: make out with someone","make out with someone","restaurant","","","normbank","5","taboo","0.6"
"nb_4996_72","animal shelter: take x-rays","take x-rays","animal shelter","","","normbank","9","taboo","0.667"
"nb_276_24","dentists office: sleep","sleep","dentists office","","","normbank","7","taboo","0.571"
"nb_95_28","apartment: leave the door open","leave the door open","apartment","","","normbank","11","taboo","0.545"
"nb_4997_1","cafe: carry a full pot of coffee","carry a full pot of coffee","cafe","","","normbank","12","taboo","0.833"
"nb_4998_10","grocery store: give someone your phone number","give someone your phone number","grocery store","","","normbank","17","normal","0.471"
"nb_4999_48","gift shop: behave aggressively","behave aggressively","gift shop","","","normbank","5","taboo","0.8"
"nb_3419_41","casino: dust the furniture","dust the furniture","casino","","","normbank","20","taboo","0.55"
"nb_1318_16","airplane: draw a picture","draw a picture","airplane","","","normbank","12","normal","0.5"
"nb_5000_27","yoga studio: call upon the spirits","call upon the spirits","yoga studio","","","normbank","10","taboo","0.5"
"nb_543_50","restaurant: eat pork","eat pork","restaurant","","","normbank","21","normal","0.524"
"nb_5001_25","art gallery: bring in a backpack","bring in a backpack","art gallery","","","normbank","14","taboo","0.786"
"nb_5002_32","attic: attempt to communicate with the spirits through a medium","attempt to communicate with the spirits through a medium","attic","","","normbank","12","taboo","0.667"
"nb_5003_61","kitchen: cook with horse meat","cook with horse meat","kitchen","","","normbank","15","taboo","0.533"
"nb_57_121","hotel lobby: eat food","eat food","hotel lobby","","","normbank","9","taboo","0.444"
"nb_899_110","smoking room: take a photo","take a photo","smoking room","","","normbank","11","taboo","0.545"
"nb_106_78","ballroom: climb on furniture","climb on furniture","ballroom","","","normbank","14","taboo","0.429"
"nb_5005_52","bar: hang out with a group of only one gender","hang out with a group of only one gender","bar","","","normbank","20","expected","0.7"
"nb_1446_113","fair: texting","texting","fair","","","normbank","8","normal","0.75"
"nb_5006_61","kitchen: cook with snake meat","cook with snake meat","kitchen","","","normbank","7","taboo","0.571"
"nb_5007_28","apartment: have sex in the bathroom","have sex in the bathroom","apartment","","","normbank","10","taboo","0.6"
"nb_2136_31","ski resort: watch tv","watch tv","ski resort","","","normbank","21","normal","0.524"
"nb_4809_71","backyard: eat chips","eat chips","backyard","","","normbank","17","taboo","0.471"
"nb_1485_71","backyard: scratch your butt","scratch your butt","backyard","","","normbank","17","normal","0.588"
"nb_5008_18","golf course: wear a golf hat","wear a golf hat","golf course","","","normbank","9","taboo","0.556"
"nb_5009_34","car: park the car","park the car","car","","","normbank","8","expected","0.375"
"nb_5010_35","athletic field: lose focus during the game","lose focus during the game","athletic field","","","normbank","8","taboo","0.625"
"nb_5011_97","mountain: bless people","bless people","mountain","","","normbank","13","normal","0.538"
"nb_709_10","grocery store: put your hands in your pockets","put your hands in your pockets","grocery store","","","normbank","8","normal","0.375"
"nb_1346_75","bowling alley: stare at someone","stare at someone","bowling alley","","","normbank","10","expected","0.6"
"nb_121_88","bookstore: lift heavy objects","lift heavy objects","bookstore","","","normbank","12","taboo","0.5"
"nb_5012_82","dance studio: perform for an audience","perform for an audience","dance studio","","","normbank","13","normal","0.385"
"nb_5013_110","smoking room: clean the ashtrays","clean the ashtrays","smoking room","","","normbank","5","expected","0.4"
"nb_993_92","newsroom: have your phone out","have your phone out","newsroom","","","normbank","10","normal","0.5"
"nb_5014_66","hospital: wipe down all surfaces","wipe down all surfaces","hospital","","","normbank","9","taboo","0.556"
"nb_5015_69","alcoholics ward: get clean without professional help","get clean without professional help","alcoholics ward","","","normbank","13","taboo","0.462"
"nb_5016_0","construction site: wearing a headscarf","wearing a headscarf","construction site","","","normbank","14","normal","0.5"
"nb_5017_120","car dealership: hold your head in your hands","hold your head in your hands","car dealership","","","normbank","11","taboo","0.545"
"nb_3156_33","darkroom: use a fan","use a fan","darkroom","","","normbank","11","taboo","0.364"
"nb_5018_57","circus: bring school books","bring school books","circus","","","normbank","20","taboo","0.5"
"nb_1670_84","armchair: have premarital sex","have premarital sex","armchair","","","normbank","11","normal","0.545"
"nb_307_25","art gallery: jump","jump","art gallery","","","normbank","10","normal","0.5"
"nb_520_25","art gallery: wear a hat","wear a hat","art gallery","","","normbank","9","taboo","0.556"
"nb_5019_53","monument: paint the monument","paint the monument","monument","","","normbank","7","taboo","0.714"
"nb_489_99","office: dance","dance","office","","","normbank","10","normal","0.5"
"nb_5021_29","church or chapel: make the sign of the cross","make the sign of the cross","church or chapel","","","normbank","21","taboo","0.381"
"nb_253_55","taxi: talk about salaries","talk about salaries","taxi","","","normbank","7","taboo","0.714"
"nb_125_67","clothing store: smoking","smoking","clothing store","","","normbank","7","taboo","0.571"
"nb_7_40","basketball court: kiss someone","kiss someone","basketball court","","","normbank","15","taboo","0.467"
"nb_195_121","hotel lobby: flirt with someone","flirt with someone","hotel lobby","","","normbank","9","taboo","0.444"
"nb_205_80","campsite: go fishing","go fishing","campsite","","","normbank","8","normal","0.5"
"nb_5022_20","army base: fly an army plane","fly an army plane","army base","","","normbank","7","expected","0.429"
"nb_5023_125","limousine: text","text","limousine","","","normbank","9","taboo","0.333"
"nb_5024_25","art gallery: wear shoes with spikes","wear shoes with spikes","art gallery","","","normbank","8","normal","0.625"
"nb_540_95","tennis court: bow","bow","tennis court","","","normbank","12","normal","0.5"
"nb_5025_32","attic: try on old clothes","try on old clothes","attic","","","normbank","10","taboo","0.5"
"nb_520_15","pool: wear a hat","wear a hat","pool","","","normbank","9","taboo","0.444"
"nb_1604_91","elevator: pick your teeth","pick your teeth","elevator","","","normbank","9","normal","0.556"
"nb_296_104","cornfield: wear makeup","wear makeup","cornfield","","","normbank","11","normal","0.636"
"nb_5027_105","conference room: express your true feelings","express your true feelings","conference room","","","normbank","7","normal","0.571"
"nb_2232_20","army base: use a compass","use a compass","army base","","","normbank","12","taboo","0.5"
"nb_389_50","restaurant: wear a short skirt","wear a short skirt","restaurant","","","normbank","12","taboo","0.5"
"nb_5028_88","bookstore: ask someone for a plastic bag","ask someone for a plastic bag","bookstore","","","normbank","7","normal","0.429"
"nb_1455_50","restaurant: eat cake","eat cake","restaurant","","","normbank","12","taboo","0.667"
"nb_5029_92","newsroom: bring flowers for everyone","bring flowers for everyone","newsroom","","","normbank","15","taboo","0.667"
"nb_5030_89","gun shop: ask to see the most powerful gun","ask to see the most powerful gun","gun shop","","","normbank","10","normal","0.6"
"nb_850_99","office: wear a kirpan","wear a kirpan","office","","","normbank","5","expected","0.4"
"nb_5032_14","bathroom: using a straightener","using a straightener","bathroom","","","normbank","8","taboo","0.5"
"nb_5033_114","nursing home: change someone's bed","change someone's bed","nursing home","","","normbank","13","taboo","0.538"
"nb_2757_85","music store: ask someone out on a date","ask someone out on a date","music store","","","normbank","12","taboo","0.75"
"nb_5034_67","clothing store: fold clothes","fold clothes","clothing store","","","normbank","21","taboo","0.381"
"nb_57_51","camera shop: eat food","eat food","camera shop","","","normbank","6","taboo","0.5"
"nb_4697_95","tennis court: hit the ball as hard as possible","hit the ball as hard as possible","tennis court","","","normbank","11","taboo","0.545"
"nb_5035_50","restaurant: wipe your mouth with someone else's napkin","wipe your mouth with someone else's napkin","restaurant","","","normbank","17","taboo","0.588"
"nb_5036_44","auditorium: stand on the stage","stand on the stage","auditorium","","","normbank","11","taboo","0.455"
"nb_5037_68","bus: make announcements","make announcements","bus","","","normbank","7","normal","0.429"
"nb_109_104","cornfield: sing","sing","cornfield","","","normbank","7","normal","0.429"
"nb_5038_3","banquet hall: negotiate contracts","negotiate contracts","banquet hall","","","normbank","10","normal","0.4"
"nb_5039_9","campus: worry about tuition","worry about tuition","campus","","","normbank","12","normal","0.5"
"nb_5040_29","church or chapel: become a member","become a member","church or chapel","","","normbank","6","taboo","0.5"
"nb_534_115","subway platform: sing loudly","sing loudly","subway platform","","","normbank","6","taboo","0.333"
"nb_223_0","construction site: hold hands with someone","hold hands with someone","construction site","","","normbank","14","taboo","0.643"
"nb_5042_52","bar: drive home","drive home","bar","","","normbank","20","taboo","0.5"
"nb_5043_10","grocery store: put dairy in the same bags as produce","put dairy in the same bags as produce","grocery store","","","normbank","6","normal","0.333"
"nb_5044_122","ranch: castrate a bull","castrate a bull","ranch","","","normbank","11","taboo","0.636"
"nb_5045_36","beach: eat a watermelon","eat a watermelon","beach","","","normbank","8","normal","0.5"
"nb_5046_77","courthouse: making noise","making noise","courthouse","","","normbank","10","normal","0.5"
"nb_276_43","gym: sleep","sleep","gym","","","normbank","9","taboo","0.556"
"nb_5047_37","shopping mall: call the police and give them a report","call the police and give them a report","shopping mall","","","normbank","20","normal","0.45"
"nb_5048_122","ranch: fix a fence","fix a fence","ranch","","","normbank","20","taboo","0.45"
"nb_207_17","airplane cabin: bring a weapon","bring a weapon","airplane cabin","","","normbank","18","taboo","0.611"
"nb_2979_37","shopping mall: chew betel nut","chew betel nut","shopping mall","","","normbank","12","taboo","0.583"
"nb_1353_102","gas station: buy cigarettes","buy cigarettes","gas station","","","normbank","16","taboo","0.5"
"nb_115_84","armchair: read a book","read a book","armchair","","","normbank","5","taboo","0.6"
"nb_3483_15","pool: littering","littering","pool","","","normbank","7","normal","0.429"
"nb_679_52","bar: strip","strip","bar","","","normbank","6","normal","0.5"
"nb_566_43","gym: wear a tie","wear a tie","gym","","","normbank","10","taboo","0.7"
"nb_181_75","bowling alley: talk about your ex","talk about your ex","bowling alley","","","normbank","14","taboo","0.5"
"nb_2052_78","ballroom: take your shoes off","take your shoes off","ballroom","","","normbank","5","expected","0.4"
"nb_2638_73","opera house: write a letter","write a letter","opera house","","","normbank","12","taboo","0.5"
"nb_5049_52","bar: be the first to leave","be the first to leave","bar","","","normbank","6","taboo","0.5"
"nb_110_105","conference room: chew gum","chew gum","conference room","","","normbank","10","taboo","0.5"
"nb_277_6","library: cry","cry","library","","","normbank","14","normal","0.5"
"nb_5051_73","opera house: conduct an orchestra","conduct an orchestra","opera house","","","normbank","9","taboo","0.667"
"nb_121_20","army base: lift heavy objects","lift heavy objects","army base","","","normbank","10","taboo","0.6"
"nb_3381_39","nursery: wash your hands","wash your hands","nursery","","","normbank","15","taboo","0.4"
"nb_275_66","hospital: run around","run around","hospital","","","normbank","10","taboo","0.5"
"nb_329_32","attic: move something","move something","attic","","","normbank","9","taboo","0.556"
"nb_731_5","tattoo studio: take out the trash","take out the trash","tattoo studio","","","normbank","15","taboo","0.533"
"nb_3826_126","junkyard: sell cigarettes","sell cigarettes","junkyard","","","normbank","5","taboo","0.6"
"nb_5054_66","hospital: get an mri","get an mri","hospital","","","normbank","5","taboo","0.4"
"nb_599_62","museum: flail your arms","flail your arms","museum","","","normbank","10","taboo","0.5"
"nb_246_114","nursing home: curl up in a ball","curl up in a ball","nursing home","","","normbank","8","taboo","0.625"
"nb_2679_16","airplane: dance in the aisle","dance in the aisle","airplane","","","normbank","14","taboo","0.643"
"nb_212_18","golf course: talk about religion","talk about religion","golf course","","","normbank","8","expected","0.5"
"nb_2442_23","basement: play catch","play catch","basement","","","normbank","10","normal","0.5"
"nb_5057_86","bakery: use honey","use honey","bakery","","","normbank","7","taboo","0.429"
